Nr.|Text|ADD|AUF|FKT|REL|ZIE|THE|KON
42|da nicht nur einkommensstarke Haushalte ihre Kinder zum Stimm-/Sprechtraining schicken,|N|HAU|PRO||||
43|sondern eben alle Kinder grndlegende Kompetenzen in diesen Bereichen besitzen.|N|HAU|PRO||||
44|Abschließend kann ich sagen, dass ich weiterhin Beführworter des DS-Unterrichts bin,|N|SCH|ZTH||||
45|da ich denke, dass dort viele Kinder aufblühen können,|N|SCH|PRO||||
46|ganz egal ob sie sich so vorher selber eingeschätzt hätten oder nicht.|N|SCH|PRO||||
47|Für mich wurden den Contra-Argumenten genug Pro-Argumente entgegengestellt|N|SCH|SON||||
48|und ich bin fest davon überzeugt, dass ein DS-Fach einige Probleme lösen kann|N|SCH|PRO||||
49|und definitiv vielen Schülern eine ganze Menge, auf spielerische Art und Weise beibringt.|N|SCH|PRO||||
50|Ein geregelter Übergang wäre natürlich wünschenswert, so das die Schulen nicht von heute auf Morgen massenhaft DS -Lehrer brauchen.|N|SCH|SON||||
51|Über den Sinn einer Benotung in diesem Fach müsste an anderer Stelle noch einmal dikutiert werden, vorerst halte ich sie aber für unnötig.|N|SCH|SON||||
52|Daher empfehle ich einen unzensierten Theaterkurs in der 7.Klasse!|N|SCH|ZTH||||
